STT,Thông tin,Label
1,Khai mạc chương trình giao lưu khoa học và văn hoá Việt - Nhật giữa IUH và TUT tại Tokyo,Hợp tác
2,Sinh viên Khoa Công nghệ Điện IUH nâng cao năng lực qua chương trình thực tập quốc tế tại Đài Loan,Hợp tác
3,IUH mở rộng hợp tác chiến lược với nhiều đối tác giáo dục – doanh nghiệp tại Nhật Bản và Việt Nam,Hợp tác
4,Giảng viên IUH tham dự khóa đào tạo quốc tế về quản lý kinh tế tuần hoàn và dệt may bền vững tại Thái Lan - Masci 2025,Hợp tác
5,Sinh viên IUH trải nghiệm học thuật và hoạt động cộng đồng trong chương trình MOBITECH tại Malaysia,Hợp tác
6,Đoàn giảng viên IUH tập huấn tại Nhật Bản trong Dự án PIUS về đào tạo kỹ sư ô tô điện,Hợp tác
7,Đại học Công nghiệp TP. Hồ Chí Minh và Trường Đại học Y tế Wonkwang ký kết hợp tác phát triển nguồn lực chất lượng cao,Hợp tác
8,"Kết nối Việt - Bỉ: IUH, Đại học Liège và Đại học Trà Vinh khởi động Dự án REMAOP",Hợp tác
9,IUH ký kết Biên bản ghi nhớ hợp tác với Đại học Kristen Krida Wacana (Indonesia),Hợp tác
10,Hội nghị triển khai hoạt động của Dự án Erasmus “GREEN EDU-SEEDS” tại Đại học Công nghiệp TP. HCM,Hợp tác
11,Sinh viên IUH - Cơ hội làm việc và phát triển sự nghiệp toàn cầu tại CHLB Đức,Hợp tác
12,"IUH cùng TUT triển khai Dự án Glocal STEAM: Cầu nối giữa khoa học, kỹ thuật với thế giới & địa phương",Hợp tác
13,Từ Google đến Việt Nam: Sinh viên Pháp chọn IUH cho kỳ thực tập quốc tế,Hợp tác
14,Khép lại hành trình đáng nhớ: Sinh viên IUH hoàn thành khoá huấn luyện điện hạt nhân tại Nga,Hợp tác
15,"Giảng viên IUH tham dự khóa đào tạo quốc tế tại Trung Quốc: Kết nối tri thức, mở rộng hợp tác",Hợp tác
16,"IUH chào đón đoàn sinh viên Pháp: Gắn kết tri thức, văn hóa",Hợp tác
17,Đại học Công nghiệp TP. HCM ký kết hợp tác chiến lược với Altair Engineering và ThinkSmart,Hợp tác
18,"Giảng viên IUH tham gia chương trình trao đổi giảng viên tại Đại học Quốc lập Trung Chính, Đài Loan",Hợp tác
19,IUH ký kết hợp tác chiến lược với Trường Đại học Siam (Thái Lan),Hợp tác
20,"Sôi nổi loạt hoạt động Tuần lễ giao lưu văn hóa, khoa học sinh viên quốc tế lần 3, năm 2025",Hợp tác
21,Đại học Công nghiệp TP. HCM tham gia dự án Green Edu Seeds của quỹ Erasmus,Hợp tác
22,Giảng viên IUH tham gia chương trình trao đổi giảng viên tại trường Đại học Kasem Bundit (Thái Lan),Hợp tác
23,Hưởng lương hơn 30 triệu/tháng cho sinh viên IUH tham gia chương trình thực tập nước ngoài,Hợp tác
24,"Dành 12 ngàn đô học bổng cho sinh viên IUH tham gia chương trình 1+3, 2+2 tại Mỹ",Hợp tác
25,IUH ký kết MOU với doanh nghiệp thuộc tập đoàn OS Group (Nhật Bản),Hợp tác
26,Đại học Công nghiệp TP. HCM và Đại học Công nghệ Tokyo ký kết hợp tác,Hợp tác
27,Ký hợp đồng cho sinh viên IUH xuất ngoại thực tập có hưởng lương tại xứ sở Phù Tang,Hợp tác
28,Sinh viên Khoa Cơ khí - IUH lên sóng Đài truyền hình Taiwan Plus,Hợp tác
29,Gần 300 sinh viên quốc tế hội tụ trong tuần lễ giao lưu văn hóa và khoa học tại Đại học Công nghiệp TP. HCM,Hợp tác
30,Giảng viên khoa Ngoại Ngữ - IUH tham gia Đào tạo ngắn hạn tại xứ sở lá phong,Hợp tác
31,Những ngày hè rực rỡ tại IUH của sinh viên Đại học Quốc gia Nghi Lan – Đài Loan (NIU),Hợp tác
32,IUH tiếp đón và làm việc cùng WU – Hàn Quốc về sản phẩm nha khoa,Hợp tác
33,"Đại học Công nghiệp TP.HCM tham gia chương trình đào tạo trao đổi giảng viên, nhân viên tại Đại học Powiślański, Ba Lan",Hợp tác
34,Sinh viên IUH tại Nhật Bản: Hành trình của học hỏi và trải nghiệm,Hợp tác
35,Tuần lễ kỷ niệm 50 năm thiết lập quan hệ Ngoại giao Nhật Bản – Việt Nam tại IUH,Hợp tác
36,Tà áo dài thướt tha trên giảng đường Trường Đại học Kasem Bundit – Thái Lan,Hợp tác
37,Sinh viên Khoa Công nghệ Điện tham gia trao đổi học tập tại Đài Loan,Hợp tác
38,Sinh viên IUH tích cực tham gia các chương trình trao đổi đào tạo tại Thái Lan,Hợp tác
39,Tuần lễ giao lưu văn hóa và khoa học quốc tế tại Trường Đại học Công Nghiệp Thành phố Hồ Chí Minh,Hợp tác
40,IUH đẩy mạnh hợp tác với các trường đại học hàng đầu Thái Lan,Hợp tác
41,Trường Đại học Công nghiệp Thành phố Hồ Chí Minh làm việc với Hiệp hội Doanh nhân và Đầu tư Việt Nam – Hàn Quốc,Hợp tác
42,"Đẩy mạnh ký kết, hợp tác quốc tế tại IUH",Hợp tác
43,IUH ký kết thỏa thuận ghi nhớ hợp tác với Viện Công nghệ Công nghiệp Hàn Quốc (KITECH),Hợp tác
44,"Đoàn công tác IUH đi tập huấn, làm việc tại Hàn Quốc",Hợp tác
45,Hội thảo Quốc tế Đổi mới sáng tạo và Trí tuệ Nhân tạo: Kinh nghiệm của Ấn Độ và Việt Nam,Hợp tác
46,Trường Đại học Công nghiệp Thành phố Hồ Chí Minh ký thỏa thuận hợp tác với trường Đại học Quốc gia Lào,Hợp tác
47,Đoàn công tác IUH làm việc và ký kết hợp tác tại Canada,Hợp tác
48,Đoàn công tác IUH đi tham quan học tập kinh nghiệm tại Nhật Bản,Hợp tác
49,Đoàn cán bộ IUH thăm và làm việc tại Thái Lan,Hợp tác
50,IUH ký kết thỏa thuận ghi nhớ hợp tác với Hiệp hội kế toán công chứng Úc,Hợp tác
51,Diễn đàn Phương pháp giảng dạy dựa trên các vấn đề thực tiễn,Hợp tác
52,Trường Đại học Công Nghiệp TPHCM (IUH) đã triển khai buổi ký kết Thỏa thuận hợp tác với Trung tâm Hỗ trợ Thanh niên Khởi nghiệp - Business Startup Support Centre (BSSC),Hợp tác
53,"IUH đón tiếp, làm việc với đoàn Tổ chức Khoa học và Chuyên gia Việt Nam toàn cầu (AVSE Global)",Hợp tác
54,"IUH phối hợp triển khai dự án ""Nâng cao khả năng đáp ứng yêu cầu tuyển dụng của sinh viên trong thời kỳ chuyển đổi số""",Hợp tác
55,IUH làm việc với Tổ chức USAID,Hợp tác
56,Trường Đại học Công Nghiệp Thành phố Hồ Chí Minh chào từ biệt Tổng Lãnh sự Cuba tại TP.HCM kết thúc nhiệm kỳ,Hợp tác
57,Gặp gỡ và trao đổi hợp tác với Tổng Lãnh sự Nhật Bản và Tổng Lãnh sự Campuchia tại Thành phố Hồ Chí Minh,Hợp tác
58,Tiếp và làm việc với Tổng Lãnh sự Ấn Độ tại Thành phố Hồ Chí Minh,Hợp tác
59,2019 International Camp: Nơi hội tụ của đam mê khoa học,Hợp tác
60,Ký kết thỏa thuận hợp tác học thuật giữa IUH và ICAEW,Hợp tác
61,IUH tổ chức thành công các sự kiện học thuật và đào tạo với các nhà khoa học từ châu Âu,Hợp tác
62,Sinh viên IUH học tập tại Hàn Quốc,Hợp tác
63,Sinh viên quốc tế đến học tập và nghiên cứu tại IUH,Hợp tác
64,Đoàn cán bộ quản lý IUH thăm và làm việc tại Lào,Hợp tác
65,Hội thảo “Môi trường và phát triển bền vững: Ưu tiên hợp tác giữa Việt Nam và Wallonie - Bruxelles”,Hợp tác
66,IUH tổ chức Hội thảo quốc tế ICAFB & ICELT 2019,Hợp tác
67,Wonderware (by AVEVA) trao gói phần mềm Wonderware Educational Consignment cho IUH,Hợp tác
68,Ký kết thỏa thuận hợp tác học thuật giữa IUH và BCIT,Hợp tác
69,Cán bộ quản lý IUH tham gia chương trình tập huấn UK-VN HEP,Hợp tác
70,"Phát triển hợp tác với Trường Đại học Đông Hoa và Đại học Nghị Lan, Đài Loan",Hợp tác
71,Ký kết hợp tác với công ty Thermowatt Energy and Building (Hungary),Hợp tác
72,Ký kết thỏa thuận hợp tác học thuật IUH và ASU,Hợp tác
73,Ký kết thỏa thuận hợp tác toàn diện giữa IUH và Doosan VINA,Hợp tác
74,"Tiếp và làm việc với Lãnh đạo trường Đại học Quốc gia Đông Hoa, Đài Loan",Hợp tác
75,"Hội thảo Sejong 2018 tại Seoul, Hàn Quốc",Hợp tác
76,Cán bộ quản lý IUH tham quan và học tập kinh nghiệm áp dụng mô hình KOSEN mở rộng tại Nhật Bản,Hợp tác
77,Ký thỏa thuận hợp tác giữa IUH với EGE và ASU,Hợp tác
78,Tiếp và làm việc với Lãnh đạo Trung tâm Đào tạo nguồn nhân lực LOTTE - KOICA - IUH (LKIC),Hợp tác
79,Đoàn cán bộ quản lý IUH tham quan và học tập kinh nghiệm áp dụng mô hình Kosen tại Nhật Bản,Hợp tác
80,"IUH ký kết Bản ghi nhớ với Đại học Szent Istvan, Hungary",Hợp tác
81,"IUH tiếp đón lãnh đạo Trường Đại học Angelo, Mỹ",Hợp tác
82,"Sinh viên IUH tham quan và giao lưu tại Đại học Kyungwoon, Hàn Quốc",Hợp tác
83,Hiệp hội Văn hóa ứng xử truyền thống Nhật Bản thăm và làm việc tại Trường Đại học Công nghiệp Thành phố Hồ Chí Minh,Hợp tác
84,"Trường Đại học Queensland, Úc thăm và làm việc tại IUH",Hợp tác
85,Chuyên gia của Tập đoàn Siemens thăm và làm việc tại IUH,Hợp tác
86,"Nhà trường đón tiếp Trường Đại học Công nghệ Sydney, Úc",Hợp tác
87,Ký kết Thỏa thuận ghi nhớ hợp tác giữa IUH và CU,Hợp tác
88,"Nhà trường đón tiếp Trường Cao đẳng Kỹ thuật Hữu Nghị Viên Chăn - Hà Nội, Lào tới thăm và làm việc",Hợp tác
89,Trường Đại học Công nghiệp TP. Hồ Chí Minh làm việc với Tập đoàn Dimora Enterprises (Hoa Kỳ),Hợp tác
90,Lễ ký kết hợp tác về việc thành lập Trung tâm Đào tạo nhân lực ngành Phân phối tại Thành phố Hồ Chí Minh,Hợp tác
91,Trường Đại học Công nghiệp TP.HCM tiếp đoàn Đại học Hosei - Nhật Bản,Hợp tác
92,Trường Đại học Công nghiệp TP.HCM tiếp đoàn Ngân hàng thế giới,Hợp tác
93,Trường Đại học Công nghiệp TP.HCM tiếp đoàn chuyên gia chương trình Kosen - Nhật Bản,Hợp tác
94,"Trường Đại học Công nghiệp làm việc với Viện Công nghệ Quốc gia Kumoh, Hàn Quốc",Hợp tác
95,Tiếp đoàn CEO các trường Đại học vùng Gyeongbuk - Hàn Quốc,Hợp tác
96,Tiếp đoàn học sinh Nhật Bản,Hợp tác
97,"Trường Đại học Triều Dương, Đài Loan (CYUT) thăm và làm việc tại Trường Đại học Công nghiệp TP HCM (IUH)",Hợp tác
98,"Đón tiếp Trường ĐH Trung Nguyên, Đài Loan đến thăm và làm việc",Hợp tác
99,"Phát triển quan hệ hợp tác với Đại học Kyungwoon, Hàn Quốc",Hợp tác
100,"Đẩy mạnh hợp tác nghiên cứu khoa học với Đại học Liège, Bỉ",Hợp tác
101,"Hợp tác trên nhiều lĩnh vực với Đại học Tomas Bata in Zlin, Cộng hòa Czech",Hợp tác
102,"Ký kết hợp tác với Trường Đại học Kyungwoon, Hàn Quốc",Hợp tác
103,Tập đoàn Fuji Electric Nhật Bản tài trợ thiết bị hiện đại cho Khoa Công nghệ điện,Hợp tác
104,Trưởng đại diện Chính phủ vùng Wallonie – Bruxelles đến thăm và làm việc với Trường ĐH Công nghiệp TPHCM,Hợp tác
105,Ký kết Thỏa thuận hợp tác thành lập Trung tâm Hàn ngữ King Sejong tại IUH,Hợp tác
106,Đoàn Chính phủ Hàn Quốc và Đại học Kyung Woon thăm Trường Đại học Công nghiệp TP.HCM,Hợp tác
107,Cơ hội mở nhiều chương trình liên kết đào tạo quốc tế,Hợp tác
108,Đón tiếp đại diện ba trường đại học nước ngoài tìm kiếm cơ hội hợp tác,Hợp tác
109,Hội thảo định hướng nghề marketing và xu hướng marketing hiện đại,Hợp tác
110,Hội thảo quốc tế về quản lý dữ liệu cá nhân trong lĩnh vực y tế điện tử,Hợp tác
111,Trường Đại học Dầu mỏ và Hóa dầu thuộc Đại học Chulalongkorn – Thái Lan thăm và làm việc với Khoa Công nghệ Hóa học,Hợp tác
112,Trường Đại học Công nghiệp TPHCM ký kết hợp tác với IIG VN chuẩn hóa ngoại ngữ cho sinh viên,Hợp tác
113,"Trường Đại học Công nghiệp TPHCM ký kết hợp tác với Trường Đại học Soongsil, Hàn Quốc",Hợp tác
114,Tổng lãnh sự Nhật Bản tại TPHCM thăm Trường Đại học Công nghiệp TPHCM,Hợp tác
115,Tổng lãnh sự Ý tại TPHCM và Uni – Italia thăm và làm việc với Trường Đại học Công nghiệp TPHCM,Hợp tác
116,Trường Đại học Công nghiệp TPHCM ký kết hợp tác với Hiệp hội nghề nghiệp tài chính - kế toán toàn cầu,Hợp tác
117,Trường Đại học Công nghiệp TP.HCM và LG Electronics Việt Nam ký kết hợp tác,Hợp tác
118,Đại sứ toàn quyền Nhật Bản thăm Cơ sở Thanh Hóa Trường Đại học Công nghiệp TP.HCM,Hợp tác
