Best_Augmented,Labels
Lễ trao giải học bổng Nguyễn Đức Cảnh cho năm học 2022 - 2023 và vinh danh các gia đình tiêu biểu xuất sắc năm 2023 sẽ được tổ chức.,Thong_Tin_Truong
Công bố các quyết định bổ nhiệm cũng như quyết định tái bổ nhiệm viên chức quản lý.,Thong_Tin_Truong
Giải nhì cuộc thi meca 2023 thuộc về sinh viên khoa công nghệ điện tài năng.,Thong_Tin_Truong
Hội thảo về nghiên cứu khoa học của sinh viên khoa Công nghệ Nhiệt lạnh lần thứ 5 sẽ diễn ra vào năm 2023.,Thong_Tin_Truong
"Sau khi tốt nghiệp ngành kỹ thuật điện và năng lượng tái tạo, sinh viên có thể làm việc trong các lĩnh vực nào?",Thong_Tin_Truong
Hội nghị sơ kết giữa nhiệm kỳ về việc thực hiện nghị quyết Đại hội Đảng bộ của trường Đại học Công nghiệp TP.HCM.,Thong_Tin_Truong
Hội nghị về khoa học và công nghệ thực phẩm toàn quốc năm 2023 - Trường Đại học Công nghiệp TP.HCM (IUH),Thong_Tin_Truong
Lễ công bố quyết định về việc bổ nhiệm viên chức quản lý.,Thong_Tin_Truong
Lễ tôn vinh và khen thưởng các hoạt động nghiên cứu khoa học và công nghệ trong năm 2022.,Thong_Tin_Truong
"Sự kiện đại hội đại biểu công đoàn trường Đại học Công nghiệp TP.HCM lần thứ XVI, nhiệm kỳ 2023 - 2028 đã diễn ra thành công tốt đẹp.",Thong_Tin_Truong
Gần 6.000 sinh viên tham gia vào ngày hội tuyển dụng việc làm năm 2023 tại Đại học Công nghiệp TP.HCM.,Thong_Tin_Truong
Đại học Công nghiệp TP.HCM sẽ tiếp tục kiện toàn và phát triển đội ngũ lãnh đạo quản lý.,Thong_Tin_Truong
Hội thảo hướng dẫn quy trình kê khai tài sản và thu nhập cho từng cá nhân.,Thong_Tin_Truong
"Đại hội đại biểu Hội Sinh viên Việt Nam lần thứ VIII, nhiệm kỳ 2023 - 2025 tại Trường Đại học Công nghiệp TP.HCM đã diễn ra thành công tốt đẹp.",Thong_Tin_Truong
Buổi đối thoại giữa lãnh đạo trường và sinh viên trong năm 2023.,Thong_Tin_Truong
Đại học Công nghiệp TP.HCM vừa tổ chức lễ bế mạc cho đợt đánh giá lần thứ 325 các chương trình đào tạo theo tiêu chuẩn AUN-QA.,Thong_Tin_Truong
41 tổ công đoàn cơ sở thuộc trường Đại học Công nghiệp TP.HCM đã tổ chức hội nghị tổ công đoàn một cách thành công và tốt đẹp.,Thong_Tin_Truong
"Tại Đại học Công nghiệp TP.HCM, đợt đánh giá các chương trình đào tạo theo tiêu chuẩn AUN-QA lần thứ 325 đã chính thức khai mạc.",Thong_Tin_Truong
"Lễ công bố quyết định và trao giấy chứng nhận đạt tiêu chuẩn kiểm định chất lượng cấp cơ sở giáo dục, đồng thời xếp hạng đối sánh UPM cho các chương trình đào tạo.",Thong_Tin_Truong
Chúng tôi tự hào thông báo rằng đội tuyển của Đại học Công nghiệp TP.HCM đã có thành tích nổi bật tại kỳ thi Olympic Toán học Sinh viên 2023.,Thong_Tin_Truong
Việc phát triển nông nghiệp xanh được sinh viên thực hiện thông qua công nghệ IoT.,Thong_Tin_Truong
Cuộc thi học sinh - sinh viên năm 2023 đã chứng kiến sinh viên Đại học Công nghiệp TP.HCM xuất sắc giành giải nhất với ý tưởng khởi nghiệp.,Thong_Tin_Truong
tôn vinh giá trị của những người phụ nữ mà tôi yêu năm 2023,Thong_Tin_Truong
Cuộc thi SV-Startup lần thứ 5 đã ghi nhận hai dự án của sinh viên trường Đại học Công nghiệp TP.HCM vào vòng chung kết.,Thong_Tin_Truong
"Chúng ta tôn vinh phụ nữ, phái đẹp - chương trình nhân Ngày Quốc tế Phụ nữ tại trường Đại học Công nghiệp TP.HCM.",Thong_Tin_Truong
Buổi lễ trao tặng huy hiệu 30 năm tuổi Đảng.,Thong_Tin_Truong
Năm 2023 sẽ diễn ra hội nghị cho viên chức và người lao động.,Thong_Tin_Truong
Quyết định bổ nhiệm phó hiệu trưởng vừa được công bố bởi Đại học Công nghiệp TP.HCM.,Thong_Tin_Truong
4 bộ kit lập trình PLC S7-1200 đã được estec trao cho Đại học Công nghiệp TP.HCM.,Thong_Tin_Truong
Đại học Công nghiệp TP.HCM đã công bố 10 sự kiện và thành tựu tiêu biểu trong năm 2022.,Thong_Tin_Truong
Trường Đại học Công nghiệp TP.HCM đã bế mạc đợt khảo sát chính thức để kiểm định chất lượng giáo dục cơ sở.,Thong_Tin_Truong
Chính thức triển khai khảo sát kiểm định chất lượng giáo dục chu kỳ 2 tại trường Đại học Công nghiệp Thành phố Hồ Chí Minh.,Thong_Tin_Truong
Khoa công nghệ điện đã có sinh viên xuất sắc giành á quân và quý quân trong cuộc thi ứng dụng phần mềm SCADA Genesis64 cho việc số hóa nhà máy.,Thong_Tin_Truong
Trường Đại học Công nghiệp TP.HCM đang tiến hành cuộc khảo sát sơ bộ nhằm kiểm định chất lượng giáo dục cho chu kỳ thứ hai.,Thong_Tin_Truong
Sự kiện hội nghị quốc tế về công nghệ tiên tiến trong nông nghiệp vì sự phát triển bền vững năm 2022 (faatsd 2022),Thong_Tin_Truong
Hơn 800 nhà khoa học đã có mặt tại hội nghị quốc tế liên quan đến công nghệ tiên tiến và phát triển bền vững.,Thong_Tin_Truong
Chương trình khai mạc hội nghị khoa học quốc tế lần thứ hai năm 2022 đã diễn ra thành công.,Thong_Tin_Truong
Hội nghị tổng kết các hoạt động của công đoàn trường Đại học Công nghiệp TP.HCM cho năm học 2021 - 2022.,Thong_Tin_Truong
Công tác chuẩn bị cho hội nghị khoa học quốc tế lần thứ hai đã được hoàn tất tại Trường Đại học Công nghiệp TP.HCM.,Thong_Tin_Truong
Trường Đại học Công nghiệp TP.HCM đã tổ chức chuỗi sự kiện chào mừng 40 năm ngày nhà giáo Việt Nam.,Thong_Tin_Truong
"Gửi đến quý thầy cô nhân dịp kỷ niệm 40 năm Ngày Nhà giáo Việt Nam, Bộ trưởng Bộ Công Thương xin gửi lời chúc mừng nồng nhiệt tới tất cả những người làm nghề dạy học.",Thong_Tin_Truong
Đại học Công nghiệp TP.HCM sẽ tổ chức một diễn đàn thông tin về giáo dục đại học cùng các cơ hội nhận học bổng tại Hungary.,Thong_Tin_Truong
Hội nghị năm 2022 nhằm kết nối các doanh nghiệp với cựu sinh viên của trường.,Thong_Tin_Truong
"Chủ đề công nghệ tiên tiến và phát triển bền vững sẽ là nội dung chính trong hội nghị khoa học quốc tế lần thứ hai năm 2022, dự kiến diễn ra vào cuối tháng 11.",Thong_Tin_Truong
Bộ trưởng Bộ Công Thương Nguyễn Hồng Diên tham gia lễ khai giảng tại trường Đại học Công nghiệp TP. Hồ Chí Minh.,Thong_Tin_Truong
Đại học Công nghiệp TP.HCM đang tích cực thúc đẩy quá trình đổi mới toàn diện nhằm xây dựng nguồn nhân lực chất lượng cao.,Thong_Tin_Truong
Lễ khai giảng năm học 2022 - 2023 sẽ được tổ chức trọng thể tại Đại học Công nghiệp Thành phố Hồ Chí Minh.,Thong_Tin_Truong
Đại học Công nghiệp TP.HCM tổ chức hội nghị khoa học trẻ lần thứ 4 vào năm 2022 - nơi khơi dậy niềm đam mê nghiên cứu khoa học cho các bạn trẻ.,Thong_Tin_Truong
Kết thúc hợp tác doanh nghiệp sẽ tạo điều kiện cho việc chuyển giao công nghệ và thúc đẩy các hoạt động nghiên cứu khoa học.,Thong_Tin_Truong
"Đại học Công nghiệp TP.HCM được đánh giá đạt chuẩn 5 sao trong bảng xếp hạng UPM, dành cho các trường đại học có định hướng ứng dụng.",Thong_Tin_Truong
Có 06 chương trình đào tạo của Đại học Công nghiệp TP.HCM đạt được chứng nhận kiểm định từ ABET.,Thong_Tin_Truong
Chi bộ 25 đã tổ chức đại hội điểm thành công cho nhiệm kỳ 2022-2025.,Thong_Tin_Truong
Hội nghị sơ kết tình hình công tác của đảng bộ trong 6 tháng đầu năm và triển khai nhiệm vụ cho 6 tháng cuối năm 2022.,Thong_Tin_Truong
Lễ khánh thành phòng thí nghiệm trọng điểm Smart Grid thuộc Khoa Công nghệ Điện.,Thong_Tin_Truong
Buổi tiếp đón và làm việc giữa đoàn công tác Sở Khoa học và Công nghệ tỉnh Lâm Đồng và trường Đại học Công nghiệp TP.HCM đã diễn ra thành công.,Thong_Tin_Truong
"Hiệu trưởng của Trường Đại học Công nghiệp TP.HCM đã ghi nhận thành quả xuất sắc trong việc học tập và thực hiện tư tưởng, đạo đức, phong cách Hồ Chí Minh trong năm học 2021 - 2022.",Thong_Tin_Truong
Hai giải nhì chung cuộc của cuộc thi meca 2021 - 2022 đã thuộc về sinh viên xuất sắc của khoa công nghệ điện.,Thong_Tin_Truong
"Tại trường Đại học Công nghiệp TP.HCM, Hội Nước Sạch và Môi Trường Việt Nam đã thiết lập văn phòng đại diện.",Thong_Tin_Truong
Ngày hội tuyển dụng năm 2022 thu hút sự tham gia của 000 sinh viên.,Thong_Tin_Truong
"Trường Đại học Công nghiệp Thành phố Hồ Chí Minh long trọng tổ chức lễ trao giấy chứng nhận kiểm định chất lượng giáo dục và công bố quyết định cho 12 chương trình đào tạo của năm 2021, 2022.",Thong_Tin_Truong
Hành trình tới huyện đảo Trường Sa và nhà giàn DK1.,Thong_Tin_Truong
Lớp học tập huấn về dịch vụ chăm sóc khách hàng trong đào tạo quốc tế và sau đại học sẽ chính thức khai giảng sắp tới.,Thong_Tin_Truong
"Với việc áp dụng lý thuyết vào thực tế, các sinh viên ngành kế toán - kiểm toán tại Đại học Công nghiệp TP.HCM có thể bắt đầu làm việc ngay khi ra trường?",Thong_Tin_Truong
Công dân năng động - thay đổi tư duy trong việc phục vụ cho cộng đồng.,Thong_Tin_Truong
Sự kiện Ngày Sách và Văn hóa Đọc Việt Nam lần thứ 9 sẽ diễn ra vào ngày 21/4 tại trường Đại học Công nghiệp thành phố Hồ Chí Minh.,Thong_Tin_Truong
Diễn đàn về phương pháp giảng dạy từ các vấn đề thực tiễn.,Thong_Tin_Truong
Tuyển sinh cao học năm 2022 đã trải qua nhiều thay đổi quan trọng.,Thong_Tin_Truong
"Đại hội của hội viên hội cựu chiến binh trường Đại học Công nghiệp TP. Hồ Chí Minh sẽ diễn ra lần thứ V, nhiệm kỳ 2022 - 2027.",Thong_Tin_Truong
Hội nghị đối thoại giữa sinh viên và lãnh đạo trường diễn ra vào năm 2022.,Thong_Tin_Truong
Hội nghị được tổ chức với mục đích tuyên truyền kỷ niệm 87 năm ngày truyền thống của dân quân tự vệ Việt Nam (28/03/1935 - 28/03/2022).,Thong_Tin_Truong
Giải nhất cuộc thi innogreenlife 2021 đã thuộc về d-health.,Thong_Tin_Truong
Lễ bế mạc của cuộc thi đổi mới sáng tạo nhằm hướng tới cuộc sống xanh - innogreenlife2021 sắp diễn ra.,Thong_Tin_Truong
Chương trình cử nhân kế toán - kiểm toán của Đại học Công nghiệp TP.HCM nằm trong top 5% các cơ sở giáo dục đáp ứng yêu cầu của Hiệp hội Kế toán Công chứng Úc.,Thong_Tin_Truong
Chuyên ngành công nghệ kỹ thuật nhiệt chưa bao giờ kém phần hấp dẫn.,Thong_Tin_Truong
Đại học Công nghiệp Thành phố Hồ Chí Minh xuất sắc đạt giải ba tại cuộc thi EPICS về dự án kỹ thuật phục vụ cộng đồng.,Thong_Tin_Truong
Sinh viên của trường Đại học Công nghiệp thành phố Hồ Chí Minh đã nhận giải ba trong kỳ Olympic Tin học sinh viên quốc gia.,Thong_Tin_Truong
Hội nghị đại biểu viên chức và người lao động năm 2022 đã diễn ra.,Thong_Tin_Truong
ICPC Quốc gia 2021: Trường Đại học Công nghiệp TP.HCM - mùa thu hoạch bóng đá.,Thong_Tin_Truong
Đại học Công nghiệp TP.HCM đang sẵn sàng mở cửa chào đón sinh viên trở lại lớp học.,Thong_Tin_Truong
Lễ bế mạc khảo sát chính thức để đánh giá chất lượng các chương trình đào tạo bậc thạc sĩ và đại học tại Đại học Công nghiệp TP.HCM đã diễn ra.,Thong_Tin_Truong
Đại học Công nghiệp TP.HCM sẽ tổ chức lễ tuyên dương sinh viên 5 tốt cho năm học 2020 - 2021 một cách trang trọng.,Thong_Tin_Truong
Lễ khai mạc đợt khảo sát chính thức nhằm đánh giá chất lượng các chương trình đào tạo trình độ thạc sĩ và đại học tại Đại học Công nghiệp TP.HCM.,Thong_Tin_Truong
Đại học Công nghiệp Thành phố Hồ Chí Minh đã sẵn sàng cho quá trình đánh giá ngoài của các chương trình đào tạo bậc thạc sĩ và đại học.,Thong_Tin_Truong
Hội nghị tổng kết công tác Đảng năm 2021 và triển khai phương hướng nhiệm vụ cho năm 2022 sẽ được tổ chức.,Thong_Tin_Truong
Giảng viên của khoa công nghệ hóa học truyền cảm hứng và niềm đam mê nghiên cứu khoa học cho sinh viên.,Thong_Tin_Truong
Trường Đại học Công nghiệp TP. Hồ Chí Minh tổ chức lễ công bố quyết định thành lập và ra mắt các nhóm nghiên cứu.,Thong_Tin_Truong
Buổi lễ trao huy hiệu 30 năm tuổi đảng sẽ diễn ra vào thời gian sắp tới.,Thong_Tin_Truong
Hội nghị khoa học về khởi nghiệp và đổi mới sáng tạo diễn ra vào năm 2021.,Thong_Tin_Truong
Chúng tôi đã nâng cấp từ trường trung cấp nghề lên thành một trường đại học 4 sao.,Thong_Tin_Truong
Hội thảo về các giải pháp nhằm thúc đẩy việc hình thành doanh nghiệp khởi nghiệp từ việc khai thác tài sản trí tuệ tại các trường đại học và viện nghiên cứu.,Thong_Tin_Truong
Bộ trưởng Bộ Công Thương gửi lời chúc mừng nhân dịp ngày Nhà giáo Việt Nam 20-11.,Thong_Tin_Truong
Lễ khai giảng cho năm học 2021 - 2022 đã được tổ chức.,Thong_Tin_Truong
Hội giảng năm 2021 được khai mạc với chủ đề giảng dạy trực tuyến hiệu quả.,Thong_Tin_Truong
"Tại Đại học Công nghiệp TP.HCM, đợt đánh giá chương trình đào tạo theo tiêu chuẩn AUN-QA lần thứ 240 đã chính thức được khai mạc.",Thong_Tin_Truong
Đại học Công nghiệp TP.HCM đạt tiêu chuẩn 4 sao quốc tế trong đánh giá QS Stars.,Thong_Tin_Truong
Đại học Công nghiệp TP.HCM thực hiện tổng duyệt cho đợt đánh giá chương trình đào tạo theo tiêu chí AUN-QA.,Thong_Tin_Truong
Các bạn tân sinh viên K17 cần lưu ý một số điều quan trọng.,Thong_Tin_Truong
"Tại Đại học Công nghiệp TP.HCM, nhóm nghiên cứu đóng vai trò quyết định trong việc thúc đẩy hoạt động nghiên cứu khoa học.",Thong_Tin_Truong
Hoạt động đầu khóa online - k17 thật khác biệt ở Đại học Công nghiệp TP.HCM.,Thong_Tin_Truong
Hội thảo khoa học số 3: Xu hướng phát triển ngành kỹ thuật nhiệt và vai trò của sinh viên trong thời đại 4.0.,Thong_Tin_Truong
Hội thảo về các nghiên cứu tiên tiến trong lĩnh vực khoa học nhiệt và lưu chất sẽ được tổ chức.,Thong_Tin_Truong
"Lời động viên từ Bộ trưởng Bộ Công Thương được gửi đến cán bộ, công chức, viên chức và người lao động ở các đơn vị của bộ tại những tỉnh, thành phố có dịch bệnh.",Thong_Tin_Truong
"Năm 2021, hội nghị khoa học trẻ lần 3 với chủ đề: Tri thức trẻ trong thời đại công nghệ 4.0.",Thong_Tin_Truong
Hội thi Kiến trúc trẻ năm 2021 - một sân chơi học thuật độc đáo trong mùa Covid.,Thong_Tin_Truong
Chương trình hội thảo nghiên cứu khoa học sinh viên của khoa quản trị kinh doanh - iuhbass iii sẽ diễn ra.,Thong_Tin_Truong
Hội thảo lần thứ hai về nghiên cứu khoa học sinh viên của khoa Thương mại và Du lịch được tổ chức trong năm 2021.,Thong_Tin_Truong
Hội nghị khoa học sinh viên năm 2021 đã được tổ chức bởi khoa Tài chính - Ngân hàng.,Thong_Tin_Truong
Hội thảo sẽ thảo luận về việc xác định hướng nghiên cứu cho luận văn thạc sĩ ngành quản trị kinh doanh.,Thong_Tin_Truong
3 phó hiệu trưởng đã được bổ nhiệm cho trường Đại học Công nghiệp TP.HCM.,Thong_Tin_Truong
Sự kiện khai mạc hội thảo toàn quốc nghiên cứu và phát triển các sản phẩm tự nhiên lần thứ 7 đã được tổ chức.,Thong_Tin_Truong
Đẩy mạnh liên kết đào tạo để phát triển nguồn nhân lực đạt tiêu chuẩn cao.,Thong_Tin_Truong
Buổi tọa đàm giữa lãnh đạo trường và sinh viên diễn ra vào năm 2021.,Thong_Tin_Truong
Hội nghị năm 2021 cho viên chức và người lao động đại diện.,Thong_Tin_Truong
Trường Đại học Công nghiệp Thành phố Hồ Chí Minh đã tổ chức lễ trao quyết định bổ nhiệm cho giáo sư và phó giáo sư.,Thong_Tin_Truong
Đại học Công nghiệp Thành phố Hồ Chí Minh đang làm việc với các doanh nghiệp để đào tạo nguồn nhân lực cho ngành kinh tế.,Thong_Tin_Truong
Chương trình tập huấn công dân tích cực và doanh nghiệp xã hội diễn ra tại trường Đại học Công nghiệp TP.HCM.,Thong_Tin_Truong
Hội nghị tổng kết công tác Đảng năm 2020 và triển khai kế hoạch nhiệm vụ cho năm 2021.,Thong_Tin_Truong
Trường Đại học Công nghiệp TP.HCM đã được công nhận trong top 50 sv-start up năm 2020.,Thong_Tin_Truong
Trường Đại học Công nghiệp TP.HCM đã chính thức ký kết hợp tác với các doanh nghiệp cùng viện nghiên cứu trong lĩnh vực nghiên cứu khoa học và chuyển giao công nghệ.,Thong_Tin_Truong
Đại học Công nghiệp TP.HCM sẽ tổ chức lễ khai giảng năm học 2020-2021 một cách long trọng.,Thong_Tin_Truong
"Đại học Công nghiệp TP.HCM sẽ tiến hành lễ khai giảng cho chương trình đào tạo tiến sĩ khóa 4 (2020 - 2022) cùng với khóa thạc sĩ 10a, đồng thời tổ chức lễ trao bằng tốt nghiệp vào tháng 3 và tháng 8 năm 2020.",Thong_Tin_Truong
Lễ trao tặng huy hiệu đảng 40 năm được tổ chức.,Thong_Tin_Truong
Sinh viên của trường Đại học Công nghiệp TP.HCM đã trở thành những kỹ sư chuyên nghiệp ra sao?,Thong_Tin_Truong
Hội thảo quốc tế hóa học và ứng dụng được tổ chức trong năm 2020.,Thong_Tin_Truong
Hội thảo lần thứ 2 về nghiên cứu khoa học dành cho sinh viên thuộc khoa quản trị kinh doanh vào năm 2020.,Thong_Tin_Truong
Sự kiện lễ ký kết hợp tác chiến lược giữa Đại học Công nghiệp Thành phố Hồ Chí Minh và Công ty Dịch vụ Môi trường Đô thị Thành phố Hồ Chí Minh đã được thực hiện.,Thong_Tin_Truong
Khóa tập huấn về phát triển các chỉ số đo lường và đánh giá (KPIs) sẽ được tổ chức.,Thong_Tin_Truong
Chúng tôi tổ chức tập huấn viết báo cáo tự đánh giá cho các cơ sở giáo dục theo tiêu chuẩn AUN-QA.,Thong_Tin_Truong
Buổi lễ công bố quyết định bổ nhiệm và bàn giao chức vụ hiệu trưởng của Đại học Công nghiệp thành phố Hồ Chí Minh.,Thong_Tin_Truong
Hội nghị của cán bộ và viên chức tại Đại học Công nghiệp TP.HCM năm 2020 đã được tổ chức.,Thong_Tin_Truong
"Lễ công bố quyết định bổ nhiệm giáo sư, phó giáo sư và trao tặng huân chương lao động cùng bằng khen của thủ tướng chính phủ diễn ra trong năm 2019.",Thong_Tin_Truong
Hội thảo quốc tế về tự chủ tài chính trong các trường đại học: chia sẻ kinh nghiệm từ quốc tế và áp dụng tại Việt Nam.,Thong_Tin_Truong
Hoạt động hội giảng năm học 2019 - 2020: Thúc đẩy việc đổi mới trong phương pháp giảng dạy đại học.,Thong_Tin_Truong
"Tại Đại học Công nghiệp TP.HCM, việc tham quan và học tập về kiểm định chất lượng đã thu hút sự quan tâm của nhiều sinh viên.",Thong_Tin_Truong
Vòng chung kết của cuộc thi tự động hóa theo phương pháp học tập dựa trên dự án đã đến.,Thong_Tin_Truong
Sẽ có một khóa tập huấn về phương pháp dạy học dựa trên chuẩn đầu ra (OBE) sắp tới.,Thong_Tin_Truong
Đại học Công nghiệp TP.HCM quyết định đầu tư 10 tỷ đồng cho các sáng kiến và hoạt động khởi nghiệp của sinh viên.,Thong_Tin_Truong
Hội nghị khoa học trẻ lần thứ nhất năm 2019 của trường Đại học Công nghiệp TP.HCM: Khơi dậy đam mê nghiên cứu khoa học.,Thong_Tin_Truong
"Trong trường đại học, có một 'nhà máy thông minh' đang được phát triển.",Thong_Tin_Truong
Đại học Công nghiệp TP.HCM tổ chức khai mạc đánh giá chất lượng cấp chương trình lần thứ 154 của AUN - QA.,Thong_Tin_Truong
Đoàn của Cao đẳng Kinh tế Kỹ thuật Cần Thơ đã đến Đại học Công nghiệp TP.HCM để tham quan và nghiên cứu kinh nghiệm từ việc triển khai dự án JICA.,Thong_Tin_Truong
Hội thảo khoa học quốc tế về việc ứng dụng vi tảo trong quá trình xử lý môi trường nước thải.,Thong_Tin_Truong
"Lễ khởi sự cho dự án thành phần xây dựng cơ sở đào tạo và nghiên cứu khoa học tại quận 12 của Đại học Công nghiệp TP.HCM, do Ngân hàng Thế giới tài trợ.",Thong_Tin_Truong
Hội nghị viên chức và cán bộ của trường Đại học Công nghiệp TP.HCM năm 2019 đánh dấu một khởi đầu đầy nhiệt huyết.,Thong_Tin_Truong
"Chương trình tập huấn UK-VN HEP đã thu hút sự tham gia của cán bộ quản lý từ trường Đại học Công nghiệp TP.HCM, diễn ra trong khoảng thời gian từ 1 đến 12/12/2018.",Thong_Tin_Truong
Trường Đại học Công nghiệp TP.HCM hân hoan chào đón 36 năm Ngày Nhà giáo Việt Nam 20/11.,Thong_Tin_Truong
Chia sẻ kinh nghiệm trong hội thảo về xếp hạng các trường đại học theo hệ thống QS.,Thong_Tin_Truong
Giải thưởng giảng viên trẻ và nghiên cứu khoa học năm 2018 đã được trao cho giảng viên và sinh viên của Đại học Công nghiệp TP.HCM.,Thong_Tin_Truong
Đại học đầu tiên của bộ Công thương đạt tiêu chí kiểm định chất lượng khu vực AUN-QA.,Thong_Tin_Truong
Đại học Công nghiệp TP.HCM vừa tiến hành đánh giá chất lượng chương trình lần thứ 116 của AUN - QA.,Thong_Tin_Truong
Lễ vinh danh những thí sinh xuất sắc đoạt giải tại kỳ thi tay nghề thế giới lần thứ 44 cũng như tại kỳ thi tay nghề quốc gia lần thứ x vừa diễn ra.,Thong_Tin_Truong
Ngày hội việc làm năm 2018 sẽ được tổ chức để tuyển dụng.,Thong_Tin_Truong
"Năm 2018, trường Đại học Công nghiệp TP.HCM tổ chức hội nghị cán bộ, viên chức.",Thong_Tin_Truong
Trường đại học hợp tác chặt chẽ với các nhà sáng chế nông dân.,Thong_Tin_Truong
Đánh giá cuối kỳ của dự án jica-iuh.,Thong_Tin_Truong
Quyết định bổ nhiệm chức vụ phó hiệu trưởng đã chính thức được công bố.,Thong_Tin_Truong
